AccountID,AccountNumber,CustomerID,BranchID,AccountType,Currency,AccountStatus,DateOpened,DateClosed,CurrentBalance
37424,7264051884,100024396,1,Savings,NGN,Active,2025-12-16,,1246774
37425,2344606688,100024396,1,Current,NGN,Active,2025-07-29,,1790493
37426,5824407299,100024397,14,Savings,NGN,Closed,2026-03-27,2026-06-02,0
37427,6059540530,100024397,14,Current,NGN,Active,2016-03-29,,3929510
37428,4964920084,100024398,51,Savings,NGN,Active,2024-12-28,,1489519
37429,3807306976,100024399,15,Savings,NGN,Active,2024-09-16,,3965647
37430,1852077175,100024400,133,Savings,NGN,Active,2021-12-11,,323608
37431,4864075264,100024401,115,Savings,NGN,Active,2025-03-10,,1755523
37432,6348924797,100024401,115,Current,NGN,Active,2022-06-01,,7907732
37433,3833324657,100024402,7,Savings,NGN,Active,2026-02-06,,232099
37434,7334302612,100024403,26,Savings,NGN,Active,2024-09-18,,1837495
37435,5170946249,100024404,117,Savings,NGN,Closed,2022-01-13,2024-11-09,0
37436,2686488674,100024405,114,Current,NGN,Active,2021-01-14,,44804235
37437,5848454123,100024406,141,Savings,NGN,Active,2025-10-27,,1417968
37438,7976752285,100024407,150,Current,NGN,Active,2024-09-18,,7856163
37439,7660082122,100024408,146,Savings,NGN,Active,2021-06-10,,6883269
37440,4847412688,100024408,146,Current,NGN,Active,2025-05-14,,6398415
37441,9750506570,100024409,47,Savings,NGN,Active,2024-10-24,,82931007
37442,3890936896,100024409,47,Current,NGN,Active,2024-10-06,,28415742
37443,4849092226,100024409,47,Domiciliary,EUR,Active,2025-10-18,,10801
37444,3338035570,100024410,27,Savings,NGN,Dormant,2026-04-27,,804203
37445,5598728803,100024410,27,Current,NGN,Active,2019-10-22,,7666117
37446,8525766902,100024411,105,Savings,NGN,Active,2026-03-07,,1168015
37447,3701782831,100024412,33,Savings,NGN,Active,2024-05-14,,1667468
37448,8971755160,100024413,115,Savings,NGN,Active,2021-04-11,,3979234
37449,1133388542,100024413,115,Current,NGN,Active,2017-07-25,,6317295
37450,1501221509,100024414,64,Savings,NGN,Active,2026-05-10,,92145220
37451,5290630503,100024414,64,Current,NGN,Active,2025-03-05,,19897799
37452,5781623308,100024414,64,Domiciliary,USD,Active,2025-04-26,,372948
37453,3896918354,100024415,112,Savings,NGN,Active,2025-01-06,,1468411
37454,6348624097,100024415,112,Current,NGN,Active,2026-05-22,,7304634
37455,5303778244,100024416,29,Savings,NGN,Active,2022-02-05,,2544883
37456,7902134460,100024417,61,Savings,NGN,Active,2023-04-05,,2090069
37457,8587981541,100024417,61,Current,NGN,Active,2025-01-06,,6426143
37458,8648821596,100024418,70,Savings,NGN,Active,2025-09-01,,220052
37459,7637923036,100024418,70,Current,NGN,Active,2025-01-15,,4523026
37460,7811218276,100024419,140,Savings,NGN,Active,2019-04-01,,3277318
37461,3619063744,100024419,140,Current,NGN,Active,2026-04-23,,7288698
37462,5668664826,100024420,29,Savings,NGN,Active,2025-05-03,,2767763
37463,1830939979,100024421,139,Savings,NGN,Active,2023-10-12,,3930176
37464,4990733798,100024421,139,Current,NGN,Active,2025-10-07,,1582235
37465,1558083472,100024422,114,Savings,NGN,Active,2024-11-03,,4589910
37466,6049696837,100024423,100,Savings,NGN,Dormant,2024-12-24,,968853
37467,3377880950,100024423,100,Current,NGN,Active,2022-08-17,,4130826
37468,7255482838,100024424,111,Savings,NGN,Closed,2023-05-18,2026-04-01,0
37469,6226503264,100024424,111,Current,NGN,Active,2024-06-26,,4187020
37470,8209971634,100024425,78,Savings,NGN,Active,2023-12-30,,4092601
37471,9450232374,100024426,26,Savings,NGN,Active,2026-03-16,,1543987
37472,9473183716,100024426,26,Current,NGN,Active,2022-02-24,,5836763
37473,2243940817,100024427,20,Savings,NGN,Active,2025-08-01,,381651
37474,8783917199,100024427,20,Current,NGN,Active,2025-12-12,,4424071
37475,1072214842,100024428,126,Current,NGN,Active,2021-08-01,,841163
37476,2229063781,100024429,99,Savings,NGN,Active,2021-12-24,,1291528
37477,4570211341,100024429,99,Current,NGN,Active,2025-01-24,,6782447
37478,2516165166,100024430,22,Savings,NGN,Active,2026-01-25,,17201619
37479,8302335124,100024430,22,Current,NGN,Active,2025-11-27,,105309128
37480,2494139544,100024430,22,Domiciliary,USD,Active,2025-09-29,,324229
37481,8875766193,100024431,79,Savings,NGN,Active,2026-04-20,,413775
37482,4482099069,100024431,79,Current,NGN,Active,2025-01-25,,4414417
37483,2602190183,100024432,52,Savings,NGN,Active,2022-01-28,,82463897
37484,3611748622,100024432,52,Current,NGN,Active,2021-08-26,,31639442
37485,8095740962,100024432,52,Domiciliary,USD,Active,2025-07-24,,274332
37486,3440765367,100024433,16,Savings,NGN,Active,2023-06-03,,3542124
37487,3776214857,100024434,64,Savings,NGN,Active,2026-02-03,,899717
37488,2829168077,100024434,64,Current,NGN,Active,2023-09-24,,7101385
37489,7320965777,100024435,30,Savings,NGN,Active,2023-11-03,,469523
37490,5654184727,100024436,10,Savings,NGN,Active,2026-04-26,,787806
37491,8938320655,100024437,55,Savings,NGN,Active,2026-04-24,,1982290
37492,9963014635,100024438,75,Savings,NGN,Active,2026-04-05,,1383014
37493,3795436888,100024439,5,Current,NGN,Active,2020-10-14,,38803140
37494,2939404229,100024440,46,Savings,NGN,Active,2023-03-30,,1280298
37495,1236535030,100024440,46,Current,NGN,Active,2023-04-07,,5756442
37496,6229947841,100024441,28,Savings,NGN,Active,2026-05-28,,59482178
37497,1377647432,100024441,28,Current,NGN,Active,2025-04-22,,75680041
37498,1730920637,100024441,28,Domiciliary,USD,Active,2025-06-18,,173975
37499,8362766329,100024442,3,Savings,NGN,Active,2024-05-23,,2758810
37500,8062604803,100024443,13,Savings,NGN,Active,2026-05-01,,230960
37501,2409907004,100024443,13,Current,NGN,Active,2025-11-20,,1381815
37502,5087620884,100024444,14,Savings,NGN,Active,2026-04-15,,1310937
37503,5924001635,100024444,14,Current,NGN,Active,2026-05-05,,6821116
37504,7589495359,100024445,19,Savings,NGN,Active,2021-09-24,,2864389
37505,2843813121,100024445,19,Current,NGN,Active,2025-01-14,,1802360
37506,9355184111,100024446,114,Savings,NGN,Active,2019-06-04,,4451253
37507,7027414255,100024447,51,Savings,NGN,Active,2023-08-14,,923474
37508,3875116605,100024448,15,Savings,NGN,Dormant,2026-04-18,,14999290
37509,4272162116,100024448,15,Current,NGN,Active,2026-06-29,,57420867
37510,9216343174,100024448,15,Domiciliary,USD,Active,2026-05-31,,193261
37511,5456402449,100024449,10,Savings,NGN,Active,2026-05-14,,1585161
37512,3100950578,100024450,32,Savings,NGN,Active,2021-01-05,,8288191
37513,8068351527,100024451,113,Savings,NGN,Active,2022-11-08,,440549927
37514,3627485100,100024451,113,Current,NGN,Active,2025-11-03,,588677410
37515,4092814806,100024451,113,Domiciliary,GBP,Active,2026-01-10,,916436
37516,4901375126,100024452,40,Savings,NGN,Active,2025-08-22,,348713
37517,1378076697,100024452,40,Current,NGN,Active,2026-03-26,,5976837
37518,2358464746,100024453,17,Savings,NGN,Active,2025-11-07,,969895
37519,9970845995,100024454,46,Savings,NGN,Active,2026-02-03,,1759452
37520,8471787711,100024455,68,Savings,NGN,Active,2025-08-23,,1016117
37521,5306783007,100024456,3,Savings,NGN,Active,2016-12-21,,4036983
37522,2154799660,100024457,82,Savings,NGN,Active,2025-08-30,,1753307
37523,6002496551,100024458,45,Savings,NGN,Active,2019-01-10,,4931898
37524,4920484799,100024458,45,Current,NGN,Active,2025-10-01,,5724737
37525,7227862632,100024459,1,Savings,NGN,Active,2026-06-05,,11285
37526,6500997342,100024459,1,Current,NGN,Active,2026-03-07,,5757736
37527,7417634944,100024460,90,Savings,NGN,Active,2026-06-18,,38420
37528,6692739834,100024460,90,Current,NGN,Active,2020-10-08,,7769913
37529,5398502269,100024461,97,Current,NGN,Active,2023-06-26,,36306909
37530,7233683693,100024462,82,Savings,NGN,Active,2026-04-26,,1831551
37531,3821177538,100024462,82,Current,NGN,Active,2026-05-16,,3581200
37532,7737995173,100024463,37,Savings,NGN,Active,2025-03-19,,2155935
37533,6292117968,100024463,37,Current,NGN,Active,2021-10-08,,7807505
37534,5844420954,100024464,64,Savings,NGN,Active,2025-10-02,,979779
37535,7595878961,100024464,64,Current,NGN,Active,2026-04-03,,3369992
37536,5290162492,100024465,44,Savings,NGN,Active,2020-11-23,,9488736
37537,5635737452,100024466,95,Savings,NGN,Active,2024-11-11,,109358764
37538,6434388578,100024466,95,Current,NGN,Active,2020-07-19,,72509131
37539,8886576512,100024466,95,Domiciliary,EUR,Active,2024-04-06,,135824
37540,4850286941,100024467,74,Savings,NGN,Closed,2025-06-28,2025-08-16,0
37541,8244129781,100024467,74,Current,NGN,Active,2024-05-05,,7836394
37542,2593161452,100024468,8,Current,NGN,Active,2022-10-06,,9504798
37543,6029149881,100024469,85,Savings,NGN,Active,2024-05-27,,3149506
37544,9689668797,100024469,85,Current,NGN,Active,2025-09-13,,978732
37545,5952443877,100024470,93,Savings,NGN,Active,2025-05-25,,4892130
37546,1012286134,100024471,41,Savings,NGN,Active,2021-06-07,,4633331
37547,7741451191,100024472,128,Savings,NGN,Active,2024-03-27,,526171
37548,3408937387,100024472,128,Current,NGN,Active,2019-05-29,,6568042
37549,8792037928,100024473,122,Current,NGN,Active,2022-02-06,,39609956
37550,4523325607,100024474,18,Savings,NGN,Active,2026-06-19,,90391
37551,4987073765,100024474,18,Current,NGN,Active,2023-01-03,,2041724
37552,8553166322,100024475,133,Savings,NGN,Active,2022-04-12,,4954428
37553,1700255523,100024475,133,Current,NGN,Active,2024-07-23,,930926
37554,7245876263,100024476,51,Savings,NGN,Active,2021-10-23,,2597650
37555,4712908198,100024476,51,Current,NGN,Active,2023-10-02,,983802
37556,1365661664,100024477,99,Savings,NGN,Active,2025-08-06,,1009794
37557,7868170070,100024477,99,Current,NGN,Dormant,2025-03-31,,927190
37558,8886523235,100024478,116,Savings,NGN,Active,2023-10-31,,3473940
37559,5178466832,100024478,116,Current,NGN,Dormant,2025-02-03,,1551250
37560,5259779660,100024479,60,Savings,NGN,Dormant,2022-05-09,,141889
37561,9354243093,100024479,60,Current,NGN,Active,2019-06-27,,6959648
37562,8085254337,100024480,45,Savings,NGN,Active,2025-12-03,,107336
37563,6341761805,100024481,135,Savings,NGN,Active,2024-12-28,,3536900
37564,9919053043,100024482,25,Savings,NGN,Active,2025-04-03,,4170416
37565,7655562089,100024483,28,Savings,NGN,Active,2021-03-30,,4015742
37566,9193580758,100024484,40,Savings,NGN,Active,2021-04-13,,9734126
37567,2903062562,100024484,40,Current,NGN,Active,2019-01-19,,1645340
37568,5640653982,100024485,125,Savings,NGN,Active,2023-02-26,,4555827
37569,7530439239,100024486,140,Savings,NGN,Active,2025-01-23,,1367932
37570,6829582340,100024486,140,Current,NGN,Active,2026-04-05,,7869341
37571,2480905663,100024487,23,Savings,NGN,Active,2023-06-20,,4488027
37572,3508821000,100024487,23,Current,NGN,Closed,2026-02-11,2026-04-20,0
37573,9133754460,100024488,126,Current,NGN,Active,2024-04-05,,15370856
37574,7030781986,100024489,28,Savings,NGN,Active,2022-11-08,,1156784
37575,2882090018,100024490,145,Savings,NGN,Active,2025-06-09,,4338048
37576,9799807585,100024491,76,Savings,NGN,Active,2025-04-16,,1573477
37577,5041572598,100024492,1,Savings,NGN,Active,2022-03-24,,115699241
37578,3852056543,100024492,1,Current,NGN,Active,2025-06-28,,139340024
37579,3270887864,100024492,1,Domiciliary,USD,Active,2022-09-21,,354642
37580,5133421272,100024493,4,Savings,NGN,Active,2023-01-05,,4390159
37581,8938597246,100024494,15,Current,NGN,Active,2024-11-09,,30830861
37582,8284910970,100024495,19,Savings,NGN,Dormant,2026-03-20,,860105
37583,2849290690,100024495,19,Current,NGN,Active,2025-01-06,,2211479
37584,1176179152,100024496,107,Savings,NGN,Active,2025-04-12,,3974408
37585,4240358374,100024497,24,Savings,NGN,Active,2025-11-09,,1971429
37586,5677615118,100024498,145,Savings,NGN,Active,2026-02-07,,1959867
37587,2784366068,100024498,145,Current,NGN,Dormant,2026-05-01,,633890
37588,1279733383,100024499,83,Savings,NGN,Active,2026-04-06,,857088
37589,6885214441,100024500,94,Savings,NGN,Active,2023-11-19,,2616005
37590,4784684068,100024500,94,Current,NGN,Active,2016-08-03,,4571971
37591,5932325004,100024501,23,Savings,NGN,Dormant,2025-10-17,,619282
37592,1082873311,100024502,131,Savings,NGN,Active,2020-04-20,,3393459
37593,8716301523,100024502,131,Current,NGN,Active,2022-10-30,,6867080
37594,7404244339,100024503,89,Current,NGN,Active,2024-11-20,,38094354
37595,9506317477,100024504,126,Savings,NGN,Active,2026-05-16,,924130
37596,6430258727,100024505,143,Savings,NGN,Active,2022-02-05,,614359
37597,1456281551,100024506,13,Savings,NGN,Active,2025-06-11,,3703988
37598,5784705619,100024506,13,Current,NGN,Active,2024-02-11,,6617821
37599,2374628820,100024507,10,Savings,NGN,Active,2026-02-18,,57301
37600,9286108403,100024508,114,Savings,NGN,Active,2023-04-09,,2028727
37601,5734714022,100024509,126,Savings,NGN,Active,2025-06-17,,1130579
37602,3849891408,100024509,126,Current,NGN,Active,2024-04-10,,4437403
37603,4174516531,100024510,74,Savings,NGN,Active,2022-07-17,,1639158
37604,2175067050,100024511,41,Savings,NGN,Active,2026-04-28,,1951142
37605,1299806783,100024511,41,Current,NGN,Dormant,2026-06-22,,6593
37606,2392248765,100024512,86,Savings,NGN,Active,2025-06-17,,3284324
37607,1820396262,100024513,33,Savings,NGN,Active,2025-01-07,,4055356
37608,3734412082,100024513,33,Current,NGN,Active,2026-01-18,,3551209
37609,8447709803,100024514,25,Savings,NGN,Active,2021-09-01,,2008712
37610,4846598013,100024514,25,Current,NGN,Active,2020-11-19,,3386330
37611,9548014242,100024515,58,Current,NGN,Active,2020-04-17,,2073690
37612,6264305979,100024516,23,Savings,NGN,Active,2026-06-15,,41293
37613,8311535850,100024516,23,Current,NGN,Active,2026-06-02,,284523
37614,3101850076,100024517,57,Savings,NGN,Active,2017-12-07,,8798605
37615,9079493927,100024518,143,Savings,NGN,Active,2020-04-20,,6588903
37616,7344793896,100024519,121,Savings,NGN,Active,2021-08-25,,2010421
37617,5782588142,100024519,121,Current,NGN,Active,2026-02-04,,4865486
37618,2241002809,100024520,140,Savings,NGN,Active,2019-01-29,,4735288
37619,6059339319,100024520,140,Current,NGN,Active,2022-02-01,,3491795
37620,7716366421,100024521,115,Savings,NGN,Active,2025-07-18,,925069
37621,6391924520,100024522,39,Savings,NGN,Active,2024-06-14,,704481
37622,6452136755,100024523,116,Current,NGN,Active,2025-06-19,,29454175
37623,3032030917,100024524,137,Savings,NGN,Active,2026-06-27,,41907
37624,9723223046,100024524,137,Current,NGN,Active,2026-05-25,,6015898
37625,6130573484,100024525,141,Savings,NGN,Active,2024-06-29,,2493156
37626,5960031115,100024525,141,Current,NGN,Active,2026-01-22,,7686395
37627,7766618815,100024526,92,Current,NGN,Active,2025-01-30,,41189193
37628,2842745793,100024527,22,Savings,NGN,Active,2022-10-27,,3545817
37629,3414184578,100024528,4,Savings,NGN,Active,2024-11-14,,3408090
37630,8948566237,100024528,4,Current,NGN,Closed,2026-04-23,2026-05-25,0
37631,8172098253,100024529,15,Savings,NGN,Active,2025-09-09,,1916322
37632,1074810494,100024529,15,Current,NGN,Active,2024-11-11,,1698173
37633,4978730243,100024530,144,Savings,NGN,Active,2023-06-02,,2080599
37634,5253422626,100024531,54,Savings,NGN,Active,2021-11-02,,3998410
37635,3135429654,100024531,54,Current,NGN,Active,2025-02-14,,4013224
37636,6321251544,100024532,124,Savings,NGN,Active,2026-02-01,,918301
37637,9047342783,100024532,124,Current,NGN,Active,2026-04-28,,4042798
37638,8367870829,100024533,55,Current,NGN,Active,2022-09-22,,18431472
37639,8308000726,100024534,88,Savings,NGN,Active,2019-09-19,,7812776
37640,2709309505,100024535,3,Savings,NGN,Active,2026-06-16,,73050341
37641,4362430435,100024535,3,Current,NGN,Active,2026-06-15,,131500918
37642,3141645384,100024535,3,Domiciliary,USD,Active,2026-05-30,,289438
37643,9139838309,100024536,26,Savings,NGN,Active,2025-11-17,,1052580
37644,8798256722,100024537,50,Savings,NGN,Active,2024-07-29,,3514870
37645,6688823845,100024537,50,Current,NGN,Active,2024-11-02,,6258942
37646,7323097304,100024538,82,Savings,NGN,Active,2023-09-06,,3496772
37647,3937713255,100024539,18,Savings,NGN,Active,2026-05-09,,98544
37648,5806124391,100024539,18,Current,NGN,Active,2026-04-06,,5600155
37649,6034119596,100024540,107,Savings,NGN,Active,2021-12-14,,2109337
37650,5342056438,100024540,107,Current,NGN,Closed,2018-10-18,2025-10-17,0
37651,6222218814,100024541,40,Savings,NGN,Active,2026-06-04,,5071
37652,3241999207,100024541,40,Current,NGN,Active,2026-06-07,,92771
37653,7745019515,100024542,117,Savings,NGN,Active,2024-01-30,,364109
37654,8539969572,100024543,10,Savings,NGN,Active,2026-06-15,,71673
37655,8233335935,100024543,10,Current,NGN,Active,2026-06-27,,195676
37656,9159557623,100024544,91,Savings,NGN,Active,2022-09-12,,602361
37657,9406221899,100024545,32,Savings,NGN,Dormant,2019-01-25,,7505212
37658,5642131909,100024545,32,Current,NGN,Active,2018-04-16,,129052579
37659,6589176753,100024545,32,Domiciliary,GBP,Dormant,2018-03-16,,45989
37660,2514590990,100024546,113,Savings,NGN,Active,2026-04-06,,1510511
37661,1972519140,100024547,46,Savings,NGN,Active,2026-03-23,,1801829
37662,4052062236,100024547,46,Current,NGN,Active,2026-05-14,,5273743
37663,1530366629,100024548,89,Savings,NGN,Active,2024-12-02,,1724152
37664,5226459250,100024549,139,Savings,NGN,Active,2026-05-29,,1739506
37665,8571001689,100024549,139,Current,NGN,Active,2026-06-02,,127946
37666,4535263603,100024550,2,Savings,NGN,Active,2024-09-05,,2533093
37667,7393268464,100024550,2,Current,NGN,Dormant,2025-05-15,,2003267
37668,8215697821,100024551,1,Savings,NGN,Active,2024-04-01,,4390240
37669,5736738195,100024552,108,Savings,NGN,Active,2025-07-01,,1729793
37670,6927060195,100024553,85,Savings,NGN,Active,2025-06-22,,223577
37671,6582591087,100024553,85,Current,NGN,Active,2025-01-09,,5316745
37672,3328128242,100024554,32,Savings,NGN,Active,2024-07-25,,652544
37673,8748886216,100024554,32,Current,NGN,Active,2025-07-20,,1468756
37674,5053542659,100024555,59,Savings,NGN,Active,2023-06-21,,4938415
37675,1792372454,100024556,4,Current,NGN,Active,2022-02-14,,4988203026
37676,2108663606,100024556,4,Domiciliary,USD,Dormant,2020-04-18,,1932340
37677,8279585701,100024557,20,Savings,NGN,Active,2025-07-18,,678766
37678,6015759192,100024558,48,Savings,NGN,Active,2026-04-12,,112829
37679,9049693639,100024558,48,Current,NGN,Active,2025-04-25,,224592
37680,5007587641,100024559,120,Savings,NGN,Active,2026-04-30,,254758
37681,1253135665,100024560,57,Savings,NGN,Active,2023-06-26,,458516
37682,2664524105,100024560,57,Current,NGN,Active,2026-05-22,,3073475
37683,6989559942,100024561,74,Savings,NGN,Active,2018-08-01,,4783449
37684,5837129541,100024562,127,Savings,NGN,Active,2024-04-22,,3659906
37685,9722554616,100024563,33,Savings,NGN,Active,2020-07-07,,5475438
37686,5290356275,100024564,95,Savings,NGN,Active,2018-07-21,,1756833
37687,3403280984,100024565,125,Savings,NGN,Active,2024-07-21,,4044979
37688,4981368288,100024566,21,Savings,NGN,Active,2025-02-08,,4404884
37689,9722749142,100024566,21,Current,NGN,Active,2026-05-31,,156799
37690,3482450301,100024567,39,Savings,NGN,Active,2025-09-09,,1171821
37691,3013383901,100024567,39,Current,NGN,Active,2026-06-30,,282155
37692,2383208433,100024568,147,Savings,NGN,Active,2020-07-25,,2315136
37693,6656045746,100024569,147,Savings,NGN,Active,2023-08-15,,1942128
37694,9379663171,100024570,24,Savings,NGN,Active,2025-02-05,,4547871
37695,8205394260,100024571,7,Savings,NGN,Active,2025-10-09,,117062
37696,1677853449,100024572,29,Savings,NGN,Active,2026-03-31,,1150183
37697,3325766672,100024573,45,Savings,NGN,Dormant,2024-05-19,,79151269
37698,6809127204,100024573,45,Current,NGN,Active,2025-02-28,,207974697
37699,6840892315,100024573,45,Domiciliary,USD,Active,2024-02-17,,967923
37700,3109655280,100024574,51,Current,NGN,Active,2025-07-12,,46248151
37701,4106950349,100024575,80,Current,NGN,Active,2021-07-02,,14041691
37702,9390487012,100024576,132,Savings,NGN,Dormant,2021-02-14,,1805613
37703,2412111965,100024577,36,Savings,NGN,Active,2023-07-02,,3643240
37704,8703274445,100024578,123,Savings,NGN,Closed,2024-04-02,2025-02-10,0
37705,8603638806,100024579,9,Savings,NGN,Active,2025-06-26,,4738820
37706,1184240553,100024579,9,Current,NGN,Active,2020-09-03,,1393800
37707,2686347941,100024580,4,Savings,NGN,Active,2026-06-30,,107889
37708,2207135283,100024581,60,Savings,NGN,Active,2025-07-09,,1849136
37709,1712289879,100024581,60,Current,NGN,Active,2024-02-22,,4159196
37710,6186387476,100024582,6,Savings,NGN,Active,2025-08-30,,1066943
37711,3505392207,100024582,6,Current,NGN,Active,2025-04-01,,1714177
37712,7813219671,100024583,45,Savings,NGN,Dormant,2026-03-22,,394773
37713,2895447937,100024583,45,Current,NGN,Active,2026-03-10,,111680
37714,1891787542,100024584,132,Savings,NGN,Active,2019-07-02,,73763502
37715,9809909757,100024584,132,Current,NGN,Active,2022-04-08,,24142676
37716,1833845812,100024584,132,Domiciliary,USD,Active,2024-09-15,,73396
37717,7996596515,100024585,26,Savings,NGN,Active,2026-03-27,,569923
37718,6922444484,100024586,95,Savings,NGN,Active,2022-10-03,,2738153
37719,2080131904,100024586,95,Current,NGN,Active,2022-12-04,,1263338
37720,7848274968,100024587,33,Savings,NGN,Active,2023-08-06,,477288
37721,7242362279,100024588,5,Savings,NGN,Active,2018-05-13,,5781357
37722,4243091176,100024588,5,Current,NGN,Active,2023-01-11,,2629626
37723,3813519003,100024589,69,Savings,NGN,Active,2026-01-05,,1279236
37724,9667952241,100024589,69,Current,NGN,Active,2025-11-03,,4106330
37725,4219438563,100024590,120,Savings,NGN,Active,2023-02-05,,1947852
37726,5667283187,100024591,47,Savings,NGN,Active,2016-03-08,,1297513
37727,8328706970,100024591,47,Current,NGN,Active,2020-10-16,,5034499
37728,5294259684,100024592,80,Savings,NGN,Active,2024-08-03,,3616113
37729,8386719231,100024593,132,Savings,NGN,Active,2025-11-04,,196884
37730,4018253845,100024594,111,Savings,NGN,Active,2016-10-27,,6947875
37731,6536183790,100024595,20,Savings,NGN,Active,2025-03-03,,2183024
37732,9656540052,100024595,20,Current,NGN,Active,2025-06-23,,3518272
37733,1553116610,100024596,101,Savings,NGN,Active,2026-03-14,,1888330
37734,9032010258,100024597,60,Savings,NGN,Active,2023-12-02,,1138898
37735,5775141547,100024598,103,Savings,NGN,Active,2021-05-29,,673783
37736,1409614818,100024599,59,Savings,NGN,Active,2025-11-13,,765749
37737,1812110883,100024599,59,Current,NGN,Active,2025-05-16,,777653
37738,8849655851,100024600,13,Savings,NGN,Dormant,2025-07-01,,364969
37739,3755779710,100024601,71,Savings,NGN,Active,2023-03-15,,3958492
37740,5737914320,100024602,59,Savings,NGN,Active,2025-10-07,,1958862
37741,7045500805,100024603,62,Savings,NGN,Active,2023-07-12,,955841
37742,7080341126,100024603,62,Current,NGN,Active,2022-06-17,,791811
37743,4023835345,100024604,128,Savings,NGN,Active,2026-04-29,,441846
37744,8883865849,100024604,128,Current,NGN,Active,2026-06-11,,148866
37745,3256945963,100024605,131,Savings,NGN,Active,2025-02-15,,835113
37746,4399309028,100024606,53,Savings,NGN,Active,2020-11-18,,6818980
37747,8196135526,100024607,53,Savings,NGN,Active,2023-07-15,,1700176
37748,4840135030,100024608,62,Savings,NGN,Active,2024-07-16,,499846
37749,7040252059,100024609,63,Savings,NGN,Active,2026-05-12,,180310
37750,2650610194,100024610,142,Savings,NGN,Active,2022-06-03,,4920398
37751,3472571576,100024611,86,Savings,NGN,Active,2017-04-07,,9902826
37752,3479638034,100024612,30,Savings,NGN,Active,2024-02-01,,2996249
37753,6168344036,100024612,30,Current,NGN,Active,2025-12-23,,2439354
37754,9321099399,100024613,64,Savings,NGN,Active,2025-03-11,,3157573
37755,4408813691,100024613,64,Current,NGN,Active,2022-08-01,,674669
37756,9896886844,100024614,82,Savings,NGN,Active,2025-11-13,,830543
37757,7193144221,100024614,82,Current,NGN,Active,2025-03-05,,7470728
37758,6918380004,100024615,84,Savings,NGN,Active,2024-03-25,,2993768
37759,9448099168,100024615,84,Current,NGN,Active,2024-10-14,,2719097
37760,9788391300,100024616,74,Savings,NGN,Active,2025-12-23,,1508511
37761,3290359441,100024617,18,Savings,NGN,Active,2024-02-03,,2917000
37762,4715875746,100024617,18,Current,NGN,Active,2026-03-28,,1634854
37763,6473070759,100024618,4,Savings,NGN,Active,2017-04-21,,992470
37764,1947343591,100024619,37,Savings,NGN,Active,2022-12-19,,660297
37765,9998549229,100024619,37,Current,NGN,Active,2023-01-04,,7709666
37766,5855939379,100024620,49,Savings,NGN,Active,2020-07-27,,6775884
37767,7212416789,100024621,6,Savings,NGN,Active,2025-07-07,,446040
37768,6053604374,100024622,116,Savings,NGN,Active,2025-11-08,,421567
37769,4536297014,100024623,38,Savings,NGN,Closed,2026-01-19,2026-05-28,0
37770,6809133428,100024623,38,Current,NGN,Active,2025-09-18,,90234317
37771,3007006393,100024623,38,Domiciliary,GBP,Active,2026-06-03,,98643
37772,5428402003,100024624,135,Savings,NGN,Active,2023-03-05,,2892686
37773,3931261238,100024625,16,Savings,NGN,Active,2026-04-06,,1266540
37774,3526779212,100024626,6,Savings,NGN,Dormant,2023-06-05,,1902835
37775,5764722818,100024627,57,Savings,NGN,Active,2025-06-16,,393569
37776,8340705686,100024627,57,Current,NGN,Active,2025-06-27,,2444711
37777,5003725901,100024628,20,Current,NGN,Active,2020-12-15,,141480997
37778,3008772529,100024628,20,Domiciliary,GBP,Active,2018-03-25,,6462187
37779,1743647785,100024629,139,Savings,NGN,Active,2026-02-08,,108122
37780,8776600131,100024629,139,Current,NGN,Active,2024-07-25,,5902355
37781,9634101689,100024630,1,Savings,NGN,Dormant,2023-08-04,,517347
37782,9700642453,100024631,47,Savings,NGN,Active,2019-10-09,,6419073
37783,5747292964,100024631,47,Current,NGN,Active,2023-02-06,,4983443
37784,5616324704,100024632,137,Savings,NGN,Active,2025-02-10,,2875711
37785,8906717038,100024632,137,Current,NGN,Dormant,2024-03-21,,1435827
37786,2759682817,100024633,43,Savings,NGN,Active,2025-09-05,,1326950
37787,1546515308,100024633,43,Current,NGN,Active,2026-04-05,,3227249
37788,9568216342,100024634,9,Savings,NGN,Active,2026-02-13,,1503181
37789,7097891598,100024634,9,Current,NGN,Active,2025-10-08,,6194584
37790,6345619747,100024635,33,Savings,NGN,Dormant,2021-08-22,,913114
37791,9574164478,100024635,33,Current,NGN,Active,2026-01-29,,1105222
37792,2141665951,100024636,59,Savings,NGN,Active,2025-02-01,,4419448
37793,8597243689,100024637,19,Savings,NGN,Active,2021-04-10,,8946272
37794,1701072072,100024638,55,Savings,NGN,Active,2025-11-18,,13100134
37795,5104982245,100024638,55,Current,NGN,Active,2024-05-08,,101644139
37796,3717980944,100024638,55,Domiciliary,USD,Active,2023-11-24,,379498
37797,8576497915,100024639,120,Savings,NGN,Active,2026-03-10,,907905
37798,5748145852,100024640,127,Savings,NGN,Active,2026-02-22,,353641
37799,5595396794,100024640,127,Current,NGN,Active,2021-04-21,,4220903
37800,6423383490,100024641,5,Savings,NGN,Active,2021-03-30,,5509608
37801,4249238710,100024641,5,Current,NGN,Active,2025-11-04,,4292824
37802,2208906515,100024642,17,Savings,NGN,Active,2023-10-21,,767737
